text,class,__index_level_0__
"A 59-year-old individual, working in the Self-emp-not-inc sector, has an education level of 10th. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,26724
"A 37-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Transport-moving, and have a Not-in-family relationship.They belong to the Black race, are Male",0,46257
"A 58-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Other-service, and have a Not-in-family relationship.They belong to the White race, are Male",0,14109
"A 26-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Never-married, working as Exec-managerial, and have a Own-child relationship.They belong to the Black race, are Female",0,7443
"A 61-year-old individual, working in the Private sector, has an education level of 12th. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,16365
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,4025
"A 21-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Transport-moving, and have a Not-in-family relationship.They belong to the White race, are Male",0,44052
"A 26-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Farming-fishing, and have a Not-in-family relationship.They belong to the White race, are Male",0,36710
"A 40-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the Amer-Indian-Eskimo race, are Female",0,34684
"A 50-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,33390
"A 60-year-old individual, working in the ? sector, has an education level of Masters. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",0,1504
"A 22-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Never-married, working as Transport-moving, and have a Own-child relationship.They belong to the White race, are Male",0,37673
"A 58-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,39946
"A 45-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,42644
"A 40-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Unmarried relationship.They belong to the White race, are Male",0,8441
"A 30-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Never-married, working as Adm-clerical, and have a Not-in-family relationship.They belong to the White race, are Female",0,30899
"A 21-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Machine-op-inspct, and have a Own-child relationship.They belong to the White race, are Male",0,27326
"A 31-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Transport-moving, and have a Not-in-family relationship.They belong to the White race, are Male",0,46729
"A 30-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Divorced, working as Transport-moving, and have a Not-in-family relationship.They belong to the White race, are Male",0,47347
"A 22-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Adm-clerical, and have a Own-child relationship.They belong to the White race, are Male",0,3802
"A 34-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,32154
"A 48-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",0,23804
"A 33-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,45083
"A 32-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",0,12630
"A 57-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,47007
"A 27-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Other-service, and have a Not-in-family relationship.They belong to the White race, are Male",0,28142
"A 43-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,23487
"A 37-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",0,25064
"A 40-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",0,2958
"A 30-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,37436
"A 35-year-old individual, working in the Private sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,46086
"A 23-year-old individual, working in the Private sector, has an education level of HS-grad. They are Separated, working as Machine-op-inspct, and have a Own-child relationship.They belong to the White race, are Male",0,39756
"A 19-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Other-service, and have a Unmarried relationship.They belong to the White race, are Male",0,8399
"A 28-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the Black race, are Male",0,27393
"A 28-year-old individual, working in the Private sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",0,7871
"A 21-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Priv-house-serv, and have a Not-in-family relationship.They belong to the White race, are Female",0,39164
"A 45-year-old individual, working in the Private sector, has an education level of 9th. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",0,8568
"A 20-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Handlers-cleaners, and have a Own-child relationship.They belong to the White race, are Male",0,4247
"A 45-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,39863
"A 52-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,18522
"A 47-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Male",0,15531
"A 17-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Female",0,38081
"A 29-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Other-service, and have a Other-relative relationship.They belong to the White race, are Female",0,24584
"A 29-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Handlers-cleaners, and have a Wife relationship.They belong to the Asian-Pac-Islander race, are Female",0,29936
"A 31-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,31165
"A 22-year-old individual, working in the ? sector, has an education level of Some-college. They are Never-married, working as ?, and have a Own-child relationship.They belong to the Asian-Pac-Islander race, are Male",0,31061
"A 30-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Craft-repair, and have a Own-child relationship.They belong to the White race, are Male",0,15079
"A 43-year-old individual, working in the Private sector, has an education level of Masters. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",0,39235
"A 34-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",0,46279
"A 49-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Sales, and have a Unmarried relationship.They belong to the White race, are Female",0,7036
"A 26-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",0,7814
"A 58-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,33636
"A 32-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,27864
"A 27-year-old individual, working in the Private sector, has an education level of 12th. They are Married-civ-spouse, working as Farming-fishing, and have a Own-child relationship.They belong to the White race, are Male",0,23827
"A 53-year-old individual, working in the Self-emp-not-inc sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",0,12209
"A 42-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the Asian-Pac-Islander race, are Female",0,23647
"A 52-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,7781
"A 20-year-old individual, working in the Private sector, has an education level of 7th-8th. They are Never-married, working as Handlers-cleaners, and have a Other-relative relationship.They belong to the White race, are Male",0,36068
"A 62-year-old individual, working in the Local-gov sector, has an education level of HS-grad. They are Never-married, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,3839
"A 23-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Never-married, working as Adm-clerical, and have a Own-child relationship.They belong to the Black race, are Male",0,39696
"A 25-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Male",0,41100
"A 35-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,14799
"A 32-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,46821
"A 41-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Divorced, working as Other-service, and have a Unmarried relationship.They belong to the White race, are Male",0,1128
"A 31-year-old individual, working in the Private sector, has an education level of HS-grad. They are Separated, working as Exec-managerial, and have a Unmarried relationship.They belong to the White race, are Female",0,2204
"A 22-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Adm-clerical, and have a Own-child relationship.They belong to the White race, are Female",0,27849
"A 51-year-old individual, working in the Federal-gov sector, has an education level of HS-grad. They are Divorced, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Female",0,45288
"A 33-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Adm-clerical, and have a Unmarried relationship.They belong to the Other race, are Female",0,13324
"A 25-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Never-married, working as Craft-repair, and have a Own-child relationship.They belong to the White race, are Male",0,40411
"A 48-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,47767
"A 28-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",0,10071
"A 50-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",0,31886
"A 42-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Divorced, working as Prof-specialty, and have a Unmarried relationship.They belong to the White race, are Female",0,37761
"A 24-year-old individual, working in the Self-emp-not-inc sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,24445
"A 79-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,23900
"A 56-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-spouse-absent, working as Other-service, and have a Not-in-family relationship.They belong to the White race, are Male",0,348
"A 29-year-old individual, working in the Private sector, has an education level of 5th-6th. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,23921
"A 27-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Black race, are Male",0,43142
"A 22-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,46973
"A 37-year-old individual, working in the Self-emp-inc sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,29208
"A 36-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,34862
"A 28-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,5342
"A 28-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Own-child relationship.They belong to the White race, are Female",0,32808
"A 39-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",0,35638
"A 37-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Handlers-cleaners, and have a Not-in-family relationship.They belong to the White race, are Male",0,31900
"A 48-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",0,34881
"A 48-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,25175
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,24187
"A 22-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Prof-specialty, and have a Own-child relationship.They belong to the White race, are Female",0,2062
"A 66-year-old individual, working in the ? sector, has an education level of 7th-8th. They are Divorced, working as ?, and have a Not-in-family relationship.They belong to the White race, are Male",0,15846
"A 23-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Machine-op-inspct, and have a Own-child relationship.They belong to the White race, are Male",0,26025
"A 29-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Machine-op-inspct, and have a Unmarried relationship.They belong to the Black race, are Female",0,44907
"A 29-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the White race, are Female",0,41783
"A 52-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,20541
"A 31-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the Black race, are Female",0,16431
"A 42-year-old individual, working in the State-gov sector, has an education level of Masters. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",0,26219
"A 60-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,44830
"A 35-year-old individual, working in the Self-emp-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",0,43535
"A 53-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the Amer-Indian-Eskimo race, are Male",0,38764
"A 68-year-old individual, working in the Private sector, has an education level of Some-college. They are Widowed, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",0,1894
"A 24-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",0,37849
"A 42-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the Black race, are Male",0,30849
"A 38-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",0,43826
"A 49-year-old individual, working in the Private sector, has an education level of 9th. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",0,7015
"A 19-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Prof-specialty, and have a Own-child relationship.They belong to the White race, are Male",0,70
"A 44-year-old individual, working in the Private sector, has an education level of Masters. They are Divorced, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",0,14698
"A 50-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",0,44614
"A 60-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,2456
"A 27-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",0,24173
"A 26-year-old individual, working in the Self-emp-not-inc sector, has an education level of 9th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,359
"A 44-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,26850
"A 32-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,46095
"A 38-year-old individual, working in the ? sector, has an education level of 9th. They are Never-married, working as ?, and have a Own-child relationship.They belong to the White race, are Female",0,26410
"A 48-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Divorced, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Female",0,43544
"A 42-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",0,21331
"A 58-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Sales, and have a Other-relative relationship.They belong to the Black race, are Female",0,35772
"A 25-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-spouse-absent, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Female",0,26602
"A 19-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the Black race, are Male",0,10555
"A 36-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",0,29282
"A 57-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,30931
"A 62-year-old individual, working in the Private sector, has an education level of 10th. They are Divorced, working as Other-service, and have a Unmarried relationship.They belong to the White race, are Female",0,17407
"A 25-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,7838
"A 38-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,8849
"A 52-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,34824
"A 42-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Separated, working as Prof-specialty, and have a Unmarried relationship.They belong to the Black race, are Female",0,39796
"A 46-year-old individual, working in the State-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the Black race, are Female",0,11722
"A 41-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",0,10454
"A 40-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Adm-clerical, and have a Own-child relationship.They belong to the White race, are Female",0,38217
"A 24-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Machine-op-inspct, and have a Own-child relationship.They belong to the Black race, are Female",0,13685
"A 22-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",0,20899
"A 25-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Transport-moving, and have a Own-child relationship.They belong to the White race, are Male",0,8315
"A 29-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",0,32188
"A 37-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Divorced, working as Prof-specialty, and have a Unmarried relationship.They belong to the White race, are Female",0,29646
"A 30-year-old individual, working in the Private sector, has an education level of Some-college. They are Separated, working as Sales, and have a Unmarried relationship.They belong to the Black race, are Female",0,5080
"A 45-year-old individual, working in the nan sector, has an education level of HS-grad. They are Never-married, working as nan, and have a Not-in-family relationship.They belong to the White race, are Male",0,47781
"A 28-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",0,37837
"A 35-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,39280
"A 25-year-old individual, working in the Private sector, has an education level of Masters. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",0,34718
"A 43-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",0,30185
"A 20-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Male",0,2772
"A 56-year-old individual, working in the Self-emp-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",0,33718
"A 27-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,5801
"A 38-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Female",0,44731
"A 41-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",0,42613
"A 68-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",0,3797
"A 49-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,48557
"A 61-year-old individual, working in the ? sector, has an education level of HS-grad. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",0,31540
"A 49-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,33525
"A 30-year-old individual, working in the Private sector, has an education level of 9th. They are Married-civ-spouse, working as Machine-op-inspct, and have a Wife relationship.They belong to the White race, are Female",0,7890
"A 43-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",0,23219
"A 37-year-old individual, working in the Federal-gov sector, has an education level of Masters. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",0,47031
"A 23-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,15026
"A 36-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",0,43623
"A 23-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Transport-moving, and have a Not-in-family relationship.They belong to the White race, are Male",0,22855
"A 27-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",0,36454
"A 21-year-old individual, working in the State-gov sector, has an education level of Masters. They are Never-married, working as Transport-moving, and have a Own-child relationship.They belong to the White race, are Male",0,24216
"A 49-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Tech-support, and have a Unmarried relationship.They belong to the White race, are Female",0,17570
"A 23-year-old individual, working in the ? sector, has an education level of Assoc-acdm. They are Never-married, working as ?, and have a Own-child relationship.They belong to the White race, are Male",0,10064
"A 35-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Separated, working as Sales, and have a Unmarried relationship.They belong to the White race, are Male",0,28848
"A 27-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Machine-op-inspct, and have a Other-relative relationship.They belong to the White race, are Male",0,11451
"A 48-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Separated, working as Other-service, and have a Other-relative relationship.They belong to the White race, are Female",0,16242
"A 59-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",0,4077
"A 43-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,23739
"A 40-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Sales, and have a Own-child relationship.They belong to the White race, are Female",0,41317
"A 18-year-old individual, working in the Private sector, has an education level of 11th. They are Never-married, working as Sales, and have a Own-child relationship.They belong to the Black race, are Male",0,43492
"A 35-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Separated, working as Transport-moving, and have a Not-in-family relationship.They belong to the Black race, are Male",0,38995
"A 29-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Adm-clerical, and have a Not-in-family relationship.They belong to the White race, are Female",0,18460
"A 37-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",0,16941
"A 40-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,5998
"A 40-year-old individual, working in the ? sector, has an education level of Some-college. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",0,19616
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Widowed, working as Other-service, and have a Unmarried relationship.They belong to the White race, are Female",0,38634
"A 24-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Exec-managerial, and have a Own-child relationship.They belong to the White race, are Male",0,13403
"A 61-year-old individual, working in the Private sector, has an education level of HS-grad. They are Widowed, working as Transport-moving, and have a Unmarried relationship.They belong to the White race, are Female",0,33675
"A 45-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the White race, are Male",0,24886
"A 23-year-old individual, working in the Self-emp-not-inc sector, has an education level of 10th. They are Never-married, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",0,19667
"A 60-year-old individual, working in the Private sector, has an education level of 9th. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,27607
"A 62-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",0,15201
"A 35-year-old individual, working in the Self-emp-inc sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",0,46094
"A 26-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Female",0,45374
